id,Title
174,Business Strategies for A Better World Specialization
175,Machine Learning on Google Cloud Specialization
176,Integrative Health and Medicine Specialization
177,Futures Thinking Specialization
178,Finance for Technical Managers Specialization
179,"TESOL Certificate, Part 2: Teach English Now! Specialization"
180,Introduction to Discrete Mathematics for Computer Science Specialization
181,Core Java Specialization
182,Engineering Project Management Specialization
183,Bioinformatics Specialization
184,Cybersecurity Attack and Defense Fundamentals Specialization
185,Organizational Leadership Specialization
186,Inspirational Leadership: Leading with Sense Specialization
187,Photography Basics and Beyond: From Smartphone to DSLR Specialization
188,Omnichannel Retail Strategy Specialization
189,Renewable Energy Specialization
190,Become an EMT Specialization
191,Market Research Specialization
192,Transforming the Fashion Business Specialization
193,"GIS, Mapping, and Spatial Analysis Specialization"
194,Trading Strategies in Emerging Markets Specialization
195,Healthcare Law Specialization
196,Web Applications for Everybody Specialization
197,Inspired Leadership Specialization
198,Marketing Strategy Specialization
199,Health Informatics Specialization
200,Robotics Specialization
201,Management Consulting Specialization
202,Machine Learning Specialization
203,Professional Skills for the Workplace Specialization
204,Introduction to Computer Science and Programming Specialization
205,C# Programming for Unity Game Development Specialization
206,Artificial Intelligence: an Overview Specialization
207,Embedding Sensors and Motors Specialization
208,Expressway to Data Science: Essential Math Specialization
209,Everyday Excel Specialization
210,C Programming with Linux Specialization
211,Blockchain Revolution in Financial Services Specialization
212,The Pronunciation of American English Specialization
213,Managing Cybersecurity Specialization
214,Digital Manufacturing & Design Technology  Specialization
215,Epidemiology in Public Health Practice Specialization
216,Social Media Marketing Specialization
217,Managerial Economics and Business Analysis  Specialization
218,Sustainability Analyst Fundamentals Specialization
219,Interaction Design Specialization
220,Introductory C Programming Specialization
221,Learn English: Intermediate Grammar Specialization
222,How to Play Guitar Specialization
223,Spring Framework Specialization
224,Investment and Portfolio Management Specialization
225,Coaching Skills for Managers Specialization
226,Data Visualization & Dashboarding with R Specialization
227,Business Analytics Specialization
228,An Introduction to Programming the Internet of Things (IOT) Specialization
229,Software Testing and Automation Specialization
230,Linux and Private Cloud Administration on IBM Power Systems Specialization
231,Power Electronics Specialization
232,Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization
233,Cybersecurity Specialization
234,Cancer Biology Specialization
235,"Strategic Leadership: Impact, Change, and Decision-Making Specialization"
236,Learn Chinese: HSK Test Preparation Specialization
237,Abnormal Psychology Specialization
238,Business English Communication Skills Specialization
239,Statistics with Python Specialization
240,Conflict Management Specialization
241,Big Data Specialization
242,Robotic Process Automation (RPA) Specialization
243,Healthcare Organization Operations Specialization
244,Data Mining  Specialization
245,"Python, Bash and SQL Essentials for Data Engineering Specialization"
246,Supply Chain Finance and Blockchain Technology Specialization
247,Oracle SQL Databases Specialization
248,Machine Learning for Trading Specialization
249,Software Development Lifecycle Specialization
250,Autodesk CAD/CAM/CAE for Mechanical Engineering Specialization
251,Design of Experiments Specialization
252,Creativity and AI Specialization
253,Strategic Management and Innovation Specialization
254,"Hotel Management: Distribution, Revenue and Demand Management Specialization"
255,Introduction to Business Specialization
256,Entrepreneurial Finance: Strategy and Innovation Specialization
257,Learning Linux for LFCA Certification Specialization
258,Getting started with Google Workspace Specialization
259,First Principles of Computer Vision Specialization
260,Machine Learning and Reinforcement Learning in Finance Specialization
261,"Negotiation, Mediation and Conflict Resolution Specialization"
262,Fundamentals of Computing Specialization
263,Executive Data Science Specialization
264,Django for Everybody Specialization
265,Social Media Marketing in Practice Specialization
266,Agile Leadership Specialization
267,Palliative Care Always Specialization
268,Fundamentals of Flight mechanics Specialization
269,Leading: Human Resource Management and Leadership Specialization
270,Data Warehousing for Business Intelligence Specialization
271,FinTech: Finance Industry Transformation and Regulation Specialization
272,Digital Signal Processing Specialization
273,Data Science: Statistics and Machine Learning Specialization
274,"Introduction to Biology: Ecology, Evolution, & Biodiversity Specialization"
275,Introduction to Financial Accounting: The Accounting Cycle Specialization
276,Good with Words: Speaking and Presenting Specialization
277,Fundamentals of Immunology Specialization
278,Gender Analytics: Gender Equity through Inclusive Design Specialization
279,Data Science Foundations: Statistical Inference Specialization
280,Real-World Engineering Management Specialization
281,Hands-on Internet of Things Specialization
282,International Business Essentials Specialization
283,Qualitative Research Design and Methods for Public Health Specialization
284,"Organizational Leadership in Diversity, Equity & Inclusion Specialization"
285,Survey Data Collection and Analytics  Specialization
286,The Fundamentals of Personal Finance Specialization
287,Financial Reporting Specialization
288,Salesforce Fundamentals Specialization
289,Advanced Statistics for Data Science Specialization
290,How to Start Your Own Business Specialization
291,Patient Safety Specialization
292,Uncommon Sense Teaching Specialization
293,Advanced Business Analytics Specialization
294,Digital Fashion Innovation Specialization
295,Competitive Strategy and Organization Design Specialization
296,Computer Security and Systems Management Specialization
297,Business English for Non-Native Speakers Specialization
298,Cloud Computing Law Specialization
299,"Project Management: Tools, Approaches, Behavioural Skills  Specialization"
300,Optical Engineering Specialization
301,Android App Development Specialization
302,Introduction to Public Relations and the Media Specialization
303,Cloud-Native Development with OpenShift and Kubernetes Specialization
304,Developing Your Musicianship Specialization
305,Innovation: From Creativity to Entrepreneurship Specialization
306,C++ Programming for Unreal Game Development Specialization
307,Mathematics for Engineers Specialization
308,Marketing Mix Implementation Specialization
309,TensorFlow: Data and Deployment Specialization
310,Content Strategy for Professionals Specialization
311,Digital Marketing Strategy and Planning Specialization
312,Organizational Change and Culture for Adopting Google Cloud Specialization
313,Foundations of Global Health Specialization
314,Essentials of Corporate Finance Specialization
315,Python for Cybersecurity Specialization
316,Object Oriented Java Programming: Data Structures and Beyond Specialization
317,Integrative Nursing Specialization
318,Accounting Data Analytics Specialization
319,Habilidades Gerenciales  Specialization
320,Become a Journalist: Report the News! Specialization
321,Introduction to Electricity and Magnetism Specialization
322,Modern Big Data Analysis with SQL Specialization
323,Clinical Data Science Specialization
324,Diseño y Gestión de Proyectos de Desarrollo Specialization
325,Memoir and Personal Essay: Write About Yourself Specialization
326,Improving Leadership & Governance in Nonprofit Organizations Specialization
327,Game Design and Development with Unity 2020 Specialization
328,Health Information Literacy for Data Analytics Specialization
329,Systems Biology and Biotechnology Specialization
330,TensorFlow 2 for Deep Learning Specialization
331,Digital Transformation in Financial Services Specialization
332,Digital Transformation Using AI/ML with Google Cloud Specialization
333,Data Science with Databricks for Data Analysts Specialization
334,Healthcare Marketplace Specialization
335,Online Learning  Design for Educators Specialization
336,Statistical Thermodynamics Specialization
337,User Interface Design Specialization
338,JavaScript for Beginners Specialization
339,Immunology: The Immune System and its Failures Specialization
340,Image Processing for Engineering and Science Specialization
341,Autodesk CAD/CAM for Manufacturing Specialization
342,"Data Engineering, Big Data and ML on Google Cloud 日本語版 Specialization"
343,Adapting: Career Development Specialization
344,Claves de la Dirección de Empresas Specialization
345,European Business Law  Specialization
346,Information​ ​Systems Specialization
347,IBM AI Enterprise Workflow Specialization
348,Programming in C++: A Hands-on Introduction Specialization
349,The Teacher and Social and Emotional Learning (SEL) Specialization
350,Business English Specialization
351,Value-Based Care Specialization
352,Marketing with TikTok Specialization
353,Vital Skills for Data Science Specialization
354,Building Cloud Computing Solutions at Scale Specialization
355,International Marketing & Cross Industry Growth  Specialization
356,Building No-Code Apps with AppSheet Specialization
357,CAD and Digital Manufacturing Specialization
358,Palliative Care: It's Not Just Hospice Anymore Specialization
359,Plant Bioinformatic Methods Specialization
360,3D Printing and Additive Manufacturing Specialization
361,Implementación del Marketing Mix Specialization
362,Learn English: Advanced Grammar and Punctuation Specialization
363,Leverage Data Science for a More Agile Supply Chain Specialization
364,Art for Games  Specialization
365,Getting Started with Google Workspace en Español Specialization
366,Career Self-Management Training and Certification Specialization
367,Introduction to Scripting in Python Specialization
368,Market Research Specialization
369,Administración de Proyectos: Principios Básicos Specialization
370,AI in Healthcare Specialization
371,The Art of Sales: Mastering the Selling Process Specialization
372,Self-Driving Cars Specialization
373,Anatomy Specialization
374,Learn English: Beginning Grammar Specialization
375,IELTS Preparation Specialization
376,"Modern Robotics:  Mechanics, Planning, and Control Specialization"
377,Extended Reality for Everybody Specialization
378,Algebra: Elementary to Advanced Specialization
379,Business and Marketing Strategies Specialization
380,Digital Technologies and the Future of Manufacturing  Specialization
381,Web3 and Blockchain in Global Commerce Specialization
382,Fundraising and Development Specialization
383,Become a Sustainable Business Change Agent Specialization
384,Interviewing and Resume Writing in English Specialization
385,Learn Mandarin Chinese Specialization
386,Newborn Baby Care Specialization
387,商务基础 (中文版) Specialization
388,Scrum Master Certification Specialization
389,Programming with Google Go Specialization
390,Sports Performance Analytics Specialization
391,Learn Spanish: Basic Spanish Vocabulary Specialization
392,Blockchain Revolution Specialization
393,Creating Business Value with Data and Looker Specialization
394,TOEFL Preparation Specialization
395,Foundations of Public Health Practice Specialization
396,Computational Social Science Specialization
397,"Energy Production, Distribution & Safety Specialization"
398,Digitalisation in Aeronautics and Space Specialization
399,Introducción a la inteligencia artificial Specialization
400,Digital Health Specialization
401,Sales Operations/Management Specialization
402,The Art of Visual Storytelling Specialization
403,Advanced Leadership Skills for the 21st Century Specialization
404,Advanced Embedded Linux Development Specialization
405,Strategic Thinking for Everyone Specialization
406,Professional Selling: 3 Steps to High-Performance Specialization
407,GPU Programming Specialization
408,Healthy and Sustainable Foods and Products Specialization
409,Communication For Everyone  Specialization
410,Principles of Leadership: Leading Technical Teams Specialization
411,"Diversity, Equity, and Inclusion for Organizational Leaders Specialization"
412,Home-Based Child Care Specialization
413,Deep Learning for Healthcare Specialization
414,Google Data Analytics Professional Certificate
415,Google Project Management: Professional Certificate
416,IBM Data Science Professional Certificate
417,Google UX Design Professional Certificate
418,Google IT Support Professional Certificate
419,IBM Data Analyst Professional Certificate
420,Google Digital Marketing & E-commerce Professional Certificate
421,IBM DevOps and Software Engineering Professional Certificate
422,IBM Full Stack Software Developer Professional Certificate
423,IBM Data Engineering Professional Certificate
424,IBM Data Analytics with Excel and R Professional Certificate
425,IBM Cybersecurity Analyst Professional Certificate
426,Google Advanced Data Analytics Professional Certificate
427,IBM Back-End Development Professional Certificate
428,IBM Applied AI Professional Certificate
429,Meta Front-End Developer Professional Certificate
430,IBM IT Support  Professional Certificate
431,Google IT Automation with Python Professional Certificate
432,IBM Data Warehouse Engineer Professional Certificate
433,IBM AI Engineering Professional Certificate
434,IBM Applied DevOps Engineering Professional Certificate
435,Meta Social Media Marketing Professional Certificate
436,Intuit Academy Bookkeeping Professional Certificate
437,DeepLearning.AI TensorFlow Developer Professional Certificate
438,Meta Back-End Developer Professional Certificate
439,Meta iOS Developer Professional Certificate
440,Google Business Intelligence Professional Certificate
441,Meta Android Developer Professional Certificate
442,Meta Database Engineer Professional Certificate
443,Análisis de Datos de Google Professional Certificate
444,SAP Technology Consultant  Professional Certificate
445,Gestión de Proyectos de Google Professional Certificate
446,AWS Cloud Solutions Architect  Professional Certificate
447,Arizona State University TESOL Professional Certificate
448,Salesforce Sales Operations Professional Certificate
449,Diseño de Experiencia del Usuario (UX) de Google Professional Certificate
450,Preparing for Google Cloud Certification: Machine Learning Engineer Professional Certificate
451,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate
452,Preparing for Google Cloud Certification: Cloud Architect Professional Certificate
453,Google Data Analytics (PT) Professional Certificate
454,Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate
455,Análise de marketing da Meta Professional Certificate
456,Preparing for Google Cloud Certification: Cloud DevOps Engineer Professional Certificate
457,Preparing for Google Cloud Certification: Cloud Developer Professional Certificate
458,Preparing for Google Cloud Certification: Cloud Security Engineer Professional Certificate
459,Preparing for Google Cloud Certification: Cloud Network Engineer Professional Certificate
460,PwC GST Taxation Executive  Professional Certificate
461,Salesforce Sales Development Representative Professional Certificate
462,SAS Programmer Professional Certificate
463,Google UX Design (PT) Professional Certificate
464,Google Project Management (PT) Professional Certificate
465,Microsoft Azure Data Scientist Associate (DP-100)  Professional Certificate
466,Google Data Analytics Professional Certificate
467,Google Project Management Professional Certificate
468,Google データアナリティクス Professional Certificate
469,Tally Bookkeeper Professional Certificate
470,تحليلات البيانات من Google Professional Certificate
471,SAS Visual Business Analytics Professional Certificate
472,Google UX Design Professional Certificate
473,Palo Alto Networks Cybersecurity Professional Certificate
474,Google IT Support (Deutsch)  Professional Certificate
475,Google IT Support Professional Certificate
476,Google Project Management (DE) Professional Certificate
477,Marketing en redes sociales de Meta Professional Certificate
478,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版 Professional Certificate
479,Analitik Data Google Professional Certificate
480,Google Data Analytics (DE) Professional Certificate
481,IBM Machine Learning Professional Certificate
482,Microsoft Azure Data Engineering Associate (DP-203) Professional Certificate
483,IBM Mainframe Developer Professional Certificate
484,Google Cloud Digital Leader Training Professional Certificate
485,IBM z/OS Mainframe Practitioner Professional Certificate
486,Soporte de Tecnologías de la Información de Google Professional Certificate
487,Suporte em TI do Google Professional Certificate
488,Meta AR Developer  Professional Certificate
489,Google Professional Workspace Administrator Professional Certificate
490,SAS Advanced Programmer Professional Certificate
491,Goodwill® Career Coach and Navigator Professional Certificate
492,Bases de Inteligencia Artificial para Todos Professional Certificate
493,Desarrollador back-end de Meta Professional Certificate
494,UCI Project Management Professional Certificate
495,Pre-MBA Statistics
496,Automation Business Analysis - Concepts and Principles
497,Probability & Statistics for Machine Learning & Data Science
498,Excellence in Online Teaching
499,Diversité et inclusion sur le lieu de travail 
500,A Blueprint for Success – Your Video Pre-Production
501,Design Thinking: Insights to Inspiration 
502,Become a CBRS Certified Professional Installer by Google
503,Introduction to Statistics
504,Diversity and inclusion in the workplace
505,Instructional Design Foundations and Applications
506,Project Practicum with Multiple Projects
507,The Science of Well-Being for Teens
508,Introduction to Systematic Review and Meta-Analysis
509,Impact Measurement & Management for the SDGs
510,Introduction to Healthcare
511,Project Execution
512,Fundamentals of Finance
513,Social Psychology
514,Primeros Auxilios Psicológicos (PAP)
515,AI Fundamentals for Non-Data Scientists
516,Wine Tasting: Sensory Techniques for Wine Analysis
517,"Cybersecurity Roles, Processes & Operating System Security"
518,Introduction to Cybersecurity Foundations
519,Managing Emotions in Times of Uncertainty & Stress
520,Object-Oriented Data Structures in C++
521,Cybersecurity for Everyone
522,ESG Risks and Opportunities
523,AI & Law 
524,Removing Barriers to Change
525,Corporate Strategy 
526,Managerial Accounting Fundamentals
527,Emotional Intelligence: Cultivating Immensely Human Interactions
528,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital"
529,Antibiotic Stewardship 
530,Introduction to Dental Medicine
531,Driving business towards the Sustainable Development Goals
532,Positive Psychiatry and Mental Health 
533,Global Diplomacy: the United Nations in the World
534,Étudier en France: French Intermediate course B1-B2
535,Everyday Parenting: The ABCs of Child Rearing
536,Introduction to Electronics
537,AI For Everyone （すべての人のためのAIリテラシー講座）
538,Economics of Money and Banking
539,Introduction to Scrum Master Training
540,Kotlin for Java Developers
541,Site Reliability Engineering: Measuring and Managing Reliability
542,Electric Industry Operations and Markets
543,Moral Foundations of Politics 
544,Principles of Sustainable Finance 
545,Cybersecurity Compliance Framework & System Administration
546,Spanish for Successful Communication in Healthcare Settings
547,Nuts and Bolts of U.S. Immigration Law
548,Introduction to Philosophy
549,"FinTech: Foundations, Payments, and Regulations"
550,"The Sustainable Development Goals – A global, transdisciplinary vision for the future"
551,American Contract Law I
552,Gender and Sexuality: Diversity and Inclusion in the Workplace
553,Weight Management: Beyond Balancing Calories
554,Understanding Einstein: The Special Theory of Relativity
555,Understanding Research Methods
556,Fundamentals of Engineering Exam Review
557,Introduction to Engineering Mechanics
558,Getting Started with Go
559,Leading Diverse Teams & Organizations
560,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity 
561,Industrial Biotechnology
562,Suicide Prevention
563,FinTech Law and Policy
564,U.S. Taxation of International Transactions
565,Introduction to Sustainability
566,International Security Management
567,Introduction to Chemistry:  Reactions and Ratios
568,Strategy and Sustainability
569,Python Basics
570,L'excellence opérationnelle en pratique 
571,AI Applications in Marketing and Finance
572,Reporting extra-financier et stratégie RSE
573,Développement psychologique de l'enfant
574,Business Sustainability in the Circular Economy
575,Introduction to Systems Engineering
576,African development – from the past to the present
577,Corporate & Commercial Law I: Contracts & Employment Law
578,Auditing I: Conceptual Foundations of Auditing
579,"Innovation Through Design: Think, Make, Break, Repeat"
580,International Law in Action: the Arbitration of International Disputes
581,Blockchain: Foundations and Use Cases
582,Precision Medicine
583,Introduction to Forensic Science
584,Customer Segmentation and Prospecting
585,Fundamentals of Machine Learning for Healthcare
586,Introduction to English Common Law
587,A Law Student's Toolkit
588,Essentials of Global Health
589,ESG and Climate Change
590,International Organizations Management 
591,Ordered Data Structures
592,Transgender Medicine for General Medical Providers
593,Malware Analysis and Introduction to Assembly Language
594,21st Century Energy Transition: how do we make it work?
595,Entrepreneurship Strategy: From Ideation to Exit
596,Big History: Connecting Knowledge
597,"AI, Business & the Future of Work"
598,Sports Marketing
599,Curanderismo: Traditional Healing Using Plants
600,Financial Acumen for Non-Financial Managers
601,Making Architecture
602,Equine Welfare and Management
603,Machine Learning for All
604,Introduction to Quantum Information
605,Foundations for Assisting in Home Care
606,Engineering Health: Introduction to Yoga and Physiology
607,Queering Identities: LGBTQ+ Sexuality and Gender Identity
608,Aboriginal Worldviews and Education
609,Scrum Master Certification: Scrum Methodologies
610,Sustainable Fashion
611,Medical Terminology I
612,Banking and Financial Institutions
613,Introduction to Back-End Development
614,Politics and Economics of International Energy
615,Finding Purpose and Meaning In Life: Living for What Matters Most
616,Central Banks and Monetary Policy
617,Leading Healthcare Quality and Safety
618,"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python"
619,Introduction to Clinical Data
620,"The Modern World, Part Two: Global History since 1910"
621,Word Forms and Simple Present Tense
622,ESG Impact: Investor Perspective
623,"Federal Taxation I: Individuals, Employees, and Sole Proprietors"
624,Machine Translation
625,Feminism and Social Justice
626,Introduction to Portfolio Construction and Analysis with Python
627,Introduction to Comparative Indo-European Linguistics
628,Linear Circuits 1: DC Analysis
629,Deep Neural Networks with PyTorch
630,Introduction to Economic Theories
631,Security & Safety Challenges in a Globalized World
632,AI Strategy and Governance
633,The Science of Stem Cells
634,Nutrition and Lifestyle in Pregnancy
635,Introduction to Self-Driving Cars
636,Business Models For Sustainability
637,"Leading for Equity, Diversity and Inclusion in Higher Education"
638,Introduction to Chemistry:  Structures and Solutions
639,Building AI Powered Chatbots Without Programming
640,Leading transformations: Manage change
641,Cyber Security Fundamentals
642,Diversity and Inclusion in Education
643,Teach English Now! Foundational Principles
644,Formal Financial Accounting
645,Marketing Digital en Acción
646,Storytelling and influencing: Communicate with impact
647,Influencer Marketing Strategy
648,AI For Everyone
649,Supervised Machine Learning: Regression and Classification 
650,"Foundations: Data, Data, Everywhere"
651,Foundations of Project Management
652,Leadership Skills
653,Technical Support Fundamentals
654,Foundations of User Experience (UX) Design
655,Ask Questions to Make Data-Driven Decisions
656,Indigenous Canada
657,Financial Markets
658,Advanced Learning Algorithms
659,The Science of Well-Being
660,Foundations of Digital Marketing and E-commerce
661,Project Initiation: Starting a Successful Project
662,Neural Networks and Deep Learning
663,The Bits and Bytes of Computer Networking
664,Prepare Data for Exploration
665,Introduction to Psychology 
666,Introduction to Cybersecurity Tools & Cyber Attacks
667,What is Data Science? 
668,Fundamentals of Project Planning and Management
669,"Start the UX Design Process: Empathize, Define, and Ideate"
670,Linear Algebra for Machine Learning and Data Science
671,"HTML, CSS, and Javascript for Web Developers"
672,Introduction to Data Analytics
673,Writing in the Sciences
674,"Unsupervised Learning, Recommenders, Reinforcement Learning"
675,Process Data from Dirty to Clean
676,OKR Certification: Leadership and Goal Setting
677,Psychological First Aid
678,Foundations of Data Science
679,Stanford Introduction to Food and Health
680,Successful Negotiation: Essential Strategies and Skills
681,Project Planning: Putting It All Together
682,Tools for Data Science
683,"Python for Data Science, AI & Development"
684,Foundations of Business Intelligence
685,Private Equity and Venture Capital
686,Operating Systems and You: Becoming a Power User
687,Programming for Everybody (Getting Started with Python)
688,Attract and Engage Customers with Digital Marketing
689,Analyze Data to Answer Questions
690,Natural Language Processing with Classification and Vector Spaces
691,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization"
692,Bookkeeping Basics
693,Agile Project Management
694,Agile with Atlassian Jira
695,Crash Course on Python
696,Organizational Analysis 
697,Business Analytics with Excel: Elementary to Advanced
698,SQL for Data Science
699,"Brand Management: Aligning Business, Brand and Behaviour"
700,Introduction to Artificial Intelligence (AI)
701,Get Started with Python
702,Game Theory
703, System Administration and IT Infrastructure Services
704,Artificial Intelligence in Marketing
705,Project Execution: Running the Project
706,Excel Basics for Data Analysis
707,AWS Cloud Practitioner Essentials
708,Share Data Through the Art of Visualization
709,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator
710,Introduction to Cloud Computing
711,Introduction to Machine Learning in Production
712,The Strategy of Content Marketing
713,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning"
714,Connected Leadership
715,Management of Fashion and Luxury Companies
716,Child Nutrition and Cooking
717,Data Analysis with R Programming
718,Learning How to Learn: Powerful mental tools to help you master tough subjects
719,Overcoming Dyslexia
720,Viral Marketing and How to Craft Contagious Content
721,Convolutional Neural Networks
722,SQL: A Practical Introduction for Querying Databases
